cl1_1	5972STDY8495009_cl1_1__31781_1#4.cram	ERS3957545.sample	17496224
cl1_1	5972STDY8495009_cl1_1__31781_2#4.cram	ERS3957545.sample	18103616
cl1_1	5972STDY8495009_cl1_1__31813_1#4.cram	ERS3957545.sample	17585331
cl1_1	5972STDY8495009_cl1_1__31813_2#4.cram	ERS3957545.sample	18089674
cl1_2	5972STDY8495010_cl1_2__31781_1#5.cram	ERS3957544.sample	15823134
cl1_2	5972STDY8495010_cl1_2__31781_2#5.cram	ERS3957544.sample	16275124
cl1_2	5972STDY8495010_cl1_2__31813_1#5.cram	ERS3957544.sample	15971537
cl1_2	5972STDY8495010_cl1_2__31813_2#5.cram	ERS3957544.sample	16342873
cl1_3	5972STDY8495011_cl1_3__31781_1#6.cram	ERS3957548.sample	14596834
cl1_3	5972STDY8495011_cl1_3__31781_2#6.cram	ERS3957548.sample	15062418
cl1_3	5972STDY8495011_cl1_3__31813_1#6.cram	ERS3957548.sample	14727667
cl1_3	5972STDY8495011_cl1_3__31813_2#6.cram	ERS3957548.sample	15103769
flfl_1	5972STDY8495006_flfl_1__31781_1#1.cram	ERS3957541.sample	15152097
flfl_1	5972STDY8495006_flfl_1__31781_2#1.cram	ERS3957541.sample	15662061
flfl_1	5972STDY8495006_flfl_1__31813_1#1.cram	ERS3957541.sample	15295493
flfl_1	5972STDY8495006_flfl_1__31813_2#1.cram	ERS3957541.sample	15719085
flfl_2	5972STDY8495007_flfl_2__31781_1#2.cram	ERS3957543.sample	16466872
flfl_2	5972STDY8495007_flfl_2__31781_2#2.cram	ERS3957543.sample	17043738
flfl_2	5972STDY8495007_flfl_2__31813_1#2.cram	ERS3957543.sample	16598145
flfl_2	5972STDY8495007_flfl_2__31813_2#2.cram	ERS3957543.sample	17075066
flfl_3	5972STDY8495008_flfl_3__31781_1#3.cram	ERS3957542.sample	19117252
flfl_3	5972STDY8495008_flfl_3__31781_2#3.cram	ERS3957542.sample	19678853
flfl_3	5972STDY8495008_flfl_3__31813_1#3.cram	ERS3957542.sample	19322749
flfl_3	5972STDY8495008_flfl_3__31813_2#3.cram	ERS3957542.sample	19782148
pFH_1	5972STDY8495012_pFH_1__31781_1#7.cram	ERS3957547.sample	16050288
pFH_1	5972STDY8495012_pFH_1__31781_2#7.cram	ERS3957547.sample	16557236
pFH_1	5972STDY8495012_pFH_1__31813_1#7.cram	ERS3957547.sample	16123787
pFH_1	5972STDY8495012_pFH_1__31813_2#7.cram	ERS3957547.sample	16531391
pFH_2	5972STDY8495013_pFH_2__31781_1#8.cram	ERS3957546.sample	19039066
pFH_2	5972STDY8495013_pFH_2__31781_2#8.cram	ERS3957546.sample	19675843
pFH_2	5972STDY8495013_pFH_2__31813_1#8.cram	ERS3957546.sample	19256590
pFH_2	5972STDY8495013_pFH_2__31813_2#8.cram	ERS3957546.sample	19776543
pFH_3	5972STDY8495014_pFH_3__31781_1#9.cram	ERS3957549.sample	16890947
pFH_3	5972STDY8495014_pFH_3__31781_2#9.cram	ERS3957549.sample	17415159
pFH_3	5972STDY8495014_pFH_3__31813_1#9.cram	ERS3957549.sample	17064877
pFH_3	5972STDY8495014_pFH_3__31813_2#9.cram	ERS3957549.sample	17484423
Plasmid_Mouse_v2_library	5972STDY8495015_Plasmid_Mouse_v2_library__31781_1#10.cram	ERS3957550.sample	15718882
Plasmid_Mouse_v2_library	5972STDY8495015_Plasmid_Mouse_v2_library__31781_2#10.cram	ERS3957550.sample	16213751
Plasmid_Mouse_v2_library	5972STDY8495015_Plasmid_Mouse_v2_library__31813_1#10.cram	ERS3957550.sample	15940623
Plasmid_Mouse_v2_library	5972STDY8495015_Plasmid_Mouse_v2_library__31813_2#10.cram	ERS3957550.sample	16370295